08/11/2015,48
09/11/2015,53
10/11/2015,50
11/11/2015,52
12/11/2015,47
13/11/2015,42
14/11/2015,38
15/11/2015,38
16/11/2015,42
17/11/2015,42
18/11/2015,42
19/11/2015,44
20/11/2015,45
21/11/2015,41
22/11/2015,37
23/11/2015,40
24/11/2015,41
25/11/2015,39
26/11/2015,44
27/11/2015,40
28/11/2015,39
29/11/2015,39
30/11/2015,44
01/12/2015,43
02/12/2015,39
03/12/2015,34
04/12/2015,33
05/12/2015,34
06/12/2015,39
07/12/2015,37
08/12/2015,49
09/12/2015,100
10/12/2015,69
11/12/2015,51
12/12/2015,49
13/12/2015,44
14/12/2015,42
15/12/2015,47
16/12/2015,47
17/12/2015,42
18/12/2015,42
19/12/2015,40
20/12/2015,39
21/12/2015,39
22/12/2015,39
23/12/2015,39
24/12/2015,42
25/12/2015,36
26/12/2015,39
27/12/2015,39
28/12/2015,40
29/12/2015,38
30/12/2015,37
31/12/2015,35
01/01/2016,33
02/01/2016,37
03/01/2016,37
04/01/2016,43
05/01/2016,40
06/01/2016,41
07/01/2016,46
08/01/2016,45
09/01/2016,40
10/01/2016,37
11/01/2016,38
12/01/2016,38
13/01/2016,40
14/01/2016,41
15/01/2016,58
16/01/2016,58
17/01/2016,47
18/01/2016,51
19/01/2016,49
20/01/2016,48
21/01/2016,46
22/01/2016,43
23/01/2016,39
24/01/2016,39
25/01/2016,40
26/01/2016,38
27/01/2016,39
28/01/2016,40
29/01/2016,37
30/01/2016,36
31/01/2016,35
01/02/2016,35
02/02/2016,36
03/02/2016,38
04/02/2016,37
05/02/2016,34
06/02/2016,35
07/02/2016,36
08/02/2016,34
09/02/2016,37
10/02/2016,36
11/02/2016,37
12/02/2016,35
13/02/2016,36
14/02/2016,39
15/02/2016,40
16/02/2016,40
17/02/2016,41
18/02/2016,50
19/02/2016,45
20/02/2016,42
21/02/2016,41
22/02/2016,40
23/02/2016,39
24/02/2016,38
25/02/2016,38
26/02/2016,36
27/02/2016,36
28/02/2016,36
29/02/2016,36
01/03/2016,38
02/03/2016,38
03/03/2016,34
04/03/2016,30
05/03/2016,32
06/03/2016,30
07/03/2016,30
08/03/2016,30
09/03/2016,28
10/03/2016,28
11/03/2016,29
12/03/2016,27
13/03/2016,26
14/03/2016,30
15/03/2016,30
16/03/2016,29
17/03/2016,28
18/03/2016,29
19/03/2016,27
20/03/2016,27
21/03/2016,27
22/03/2016,28
23/03/2016,27
24/03/2016,26
25/03/2016,28
26/03/2016,27
27/03/2016,29
28/03/2016,30
29/03/2016,28
30/03/2016,28
31/03/2016,29
01/04/2016,27
02/04/2016,27
03/04/2016,27
04/04/2016,28
05/04/2016,29
06/04/2016,28
07/04/2016,30
08/04/2016,28
09/04/2016,28
10/04/2016,29
11/04/2016,31
12/04/2016,29
13/04/2016,29
14/04/2016,28
15/04/2016,27
16/04/2016,26
17/04/2016,27
18/04/2016,28
19/04/2016,29
20/04/2016,29
21/04/2016,33
22/04/2016,32
23/04/2016,29
24/04/2016,31
25/04/2016,34
26/04/2016,33
27/04/2016,32
28/04/2016,38
29/04/2016,32
30/04/2016,30
01/05/2016,31
02/05/2016,100
03/05/2016,61
04/05/2016,42
05/05/2016,45
06/05/2016,39
07/05/2016,37
08/05/2016,36
09/05/2016,36
10/05/2016,37
11/05/2016,35
12/05/2016,34
13/05/2016,32
14/05/2016,30
15/05/2016,30
16/05/2016,30
17/05/2016,31
18/05/2016,32
19/05/2016,33
20/05/2016,31
21/05/2016,28
22/05/2016,29
23/05/2016,32
24/05/2016,31
25/05/2016,33
26/05/2016,31
27/05/2016,35
28/05/2016,40
29/05/2016,43
30/05/2016,46
31/05/2016,44
01/06/2016,40
02/06/2016,39
03/06/2016,55
04/06/2016,54
05/06/2016,50
06/06/2016,53
07/06/2016,53
08/06/2016,50
09/06/2016,49
10/06/2016,47
11/06/2016,46
12/06/2016,68
13/06/2016,82
14/06/2016,67
15/06/2016,62
16/06/2016,75
17/06/2016,74
18/06/2016,65
19/06/2016,61
20/06/2016,64
21/06/2016,71
22/06/2016,64
23/06/2016,68
24/06/2016,94
25/06/2016,63
26/06/2016,58
27/06/2016,60
28/06/2016,58
29/06/2016,57
30/06/2016,55
01/07/2016,56
02/07/2016,52
03/07/2016,54
04/07/2016,52
05/07/2016,53
06/07/2016,54
07/07/2016,57
08/07/2016,55
09/07/2016,72
10/07/2016,58
11/07/2016,56
12/07/2016,52
13/07/2016,50
14/07/2016,50
15/07/2016,46
16/07/2016,44
17/07/2016,46
18/07/2016,47
19/07/2016,45
20/07/2016,44
21/07/2016,44
22/07/2016,42
23/07/2016,41
24/07/2016,42
25/07/2016,44
26/07/2016,46
27/07/2016,52
28/07/2016,48
29/07/2016,43
30/07/2016,41
31/07/2016,44
01/08/2016,47
02/08/2016,56
03/08/2016,100
04/08/2016,66
05/08/2016,56
06/08/2016,49
07/08/2016,49
08/08/2016,50
09/08/2016,48
10/08/2016,44
11/08/2016,44
12/08/2016,44
13/08/2016,40
14/08/2016,41
15/08/2016,47
16/08/2016,45
17/08/2016,45
18/08/2016,46
19/08/2016,43
20/08/2016,40
21/08/2016,40
22/08/2016,44
23/08/2016,46
24/08/2016,44
25/08/2016,44
26/08/2016,44
27/08/2016,41
28/08/2016,42
29/08/2016,44
30/08/2016,42
31/08/2016,42
01/09/2016,42
02/09/2016,41
03/09/2016,62
04/09/2016,64
05/09/2016,64
06/09/2016,63
07/09/2016,61
08/09/2016,67
09/09/2016,63
10/09/2016,64
11/09/2016,66
12/09/2016,64
13/09/2016,67
14/09/2016,65
15/09/2016,65
16/09/2016,63
17/09/2016,61
18/09/2016,63
19/09/2016,66
20/09/2016,63
21/09/2016,66
22/09/2016,63
23/09/2016,62
24/09/2016,60
25/09/2016,59
26/09/2016,61
27/09/2016,61
28/09/2016,60
29/09/2016,62
30/09/2016,60
01/10/2016,60
02/10/2016,57
03/10/2016,60
04/10/2016,62
05/10/2016,62
06/10/2016,59
07/10/2016,61
08/10/2016,64
09/10/2016,60
10/10/2016,62
11/10/2016,65
12/10/2016,68
13/10/2016,67
14/10/2016,64
15/10/2016,61
16/10/2016,60
17/10/2016,61
18/10/2016,62
19/10/2016,62
20/10/2016,60
21/10/2016,63
22/10/2016,66
23/10/2016,61
24/10/2016,65
25/10/2016,66
26/10/2016,69
27/10/2016,72
28/10/2016,82
29/10/2016,83
30/10/2016,71
31/10/2016,74
01/11/2016,83
02/11/2016,76
03/11/2016,79
04/11/2016,76
05/11/2016,76
06/11/2016,73
07/11/2016,71
08/11/2016,72
09/11/2016,100
10/11/2016,79
11/11/2016,74
12/11/2016,70
13/11/2016,70
14/11/2016,72
15/11/2016,74
16/11/2016,78
17/11/2016,81
18/11/2016,76
19/11/2016,74
20/11/2016,73
21/11/2016,76
22/11/2016,82
23/11/2016,78
24/11/2016,80
25/11/2016,75
26/11/2016,75
27/11/2016,75
28/11/2016,78
29/11/2016,81
30/11/2016,77
01/12/2016,82
02/12/2016,81
03/12/2016,36
04/12/2016,35
05/12/2016,38
06/12/2016,38
07/12/2016,36
08/12/2016,38
09/12/2016,36
10/12/2016,36
11/12/2016,34
12/12/2016,35
13/12/2016,38
14/12/2016,38
15/12/2016,35
16/12/2016,36
17/12/2016,36
18/12/2016,33
19/12/2016,35
20/12/2016,36
21/12/2016,45
22/12/2016,52
23/12/2016,59
24/12/2016,49
25/12/2016,47
26/12/2016,47
27/12/2016,49
28/12/2016,58
29/12/2016,56
30/12/2016,51
31/12/2016,44
01/01/2017,46
02/01/2017,76
03/01/2017,72
04/01/2017,80
05/01/2017,100
06/01/2017,83
07/01/2017,72
08/01/2017,67
09/01/2017,63
10/01/2017,58
11/01/2017,66
12/01/2017,67
13/01/2017,57
14/01/2017,50
15/01/2017,48
16/01/2017,49
17/01/2017,52
18/01/2017,50
19/01/2017,48
20/01/2017,45
21/01/2017,45
22/01/2017,43
23/01/2017,47
24/01/2017,48
25/01/2017,46
26/01/2017,45
27/01/2017,45
28/01/2017,43
29/01/2017,41
30/01/2017,45
31/01/2017,47
01/02/2017,48
02/02/2017,51
03/02/2017,52
04/02/2017,49
05/02/2017,47
06/02/2017,48
07/02/2017,50
08/02/2017,50
09/02/2017,55
10/02/2017,51
11/02/2017,47
12/02/2017,45
13/02/2017,47
14/02/2017,44
15/02/2017,45
16/02/2017,47
17/02/2017,49
18/02/2017,46
19/02/2017,45
20/02/2017,45
21/02/2017,52
22/02/2017,53
23/02/2017,58
24/02/2017,67
25/02/2017,57
26/02/2017,51
27/02/2017,53
28/02/2017,56
01/03/2017,55
02/03/2017,67
03/03/2017,33
04/03/2017,27
05/03/2017,22
06/03/2017,23
07/03/2017,24
08/03/2017,25
09/03/2017,23
10/03/2017,31
11/03/2017,27
12/03/2017,21
13/03/2017,23
14/03/2017,21
15/03/2017,20
16/03/2017,21
17/03/2017,22
18/03/2017,25
19/03/2017,23
20/03/2017,22
21/03/2017,21
22/03/2017,22
23/03/2017,21
24/03/2017,21
25/03/2017,22
26/03/2017,18
27/03/2017,20
28/03/2017,19
29/03/2017,19
30/03/2017,19
31/03/2017,19
01/04/2017,18
02/04/2017,18
03/04/2017,19
04/04/2017,19
05/04/2017,19
06/04/2017,18
07/04/2017,18
08/04/2017,18
09/04/2017,18
10/04/2017,19
11/04/2017,19
12/04/2017,19
13/04/2017,19
14/04/2017,18
15/04/2017,17
16/04/2017,17
17/04/2017,19
18/04/2017,20
19/04/2017,19
20/04/2017,18
21/04/2017,18
22/04/2017,18
23/04/2017,17
24/04/2017,18
25/04/2017,20
26/04/2017,21
27/04/2017,22
28/04/2017,21
29/04/2017,20
30/04/2017,19
01/05/2017,25
02/05/2017,26
03/05/2017,26
04/05/2017,32
05/05/2017,30
06/05/2017,27
07/05/2017,26
08/05/2017,29
09/05/2017,37
10/05/2017,35
11/05/2017,38
12/05/2017,45
13/05/2017,47
14/05/2017,40
15/05/2017,58
16/05/2017,53
17/05/2017,44
18/05/2017,40
19/05/2017,43
20/05/2017,42
21/05/2017,42
22/05/2017,66
23/05/2017,73
24/05/2017,78
25/05/2017,100
26/05/2017,81
27/05/2017,69
28/05/2017,54
29/05/2017,52
30/05/2017,52
31/05/2017,50
